@relation 'brazilian-malware - actually processed-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,12-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NominalToString-Cfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R8,10-11-weka.filters.unsupervised.instance.RemoveRange-V-R1-15-weka.filters.MultiFilter-Fweka.filters.unsupervised.instance.RemoveRange -V -R 1-15-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute BaseOfCode numeric
@attribute BaseOfData numeric
@attribute Characteristics numeric
@attribute DllCharacteristics numeric
@attribute Entropy numeric
@attribute FileAlignment numeric
@attribute ImageBase numeric
@attribute Machine numeric
@attribute NumberOfRvaAndSizes numeric
@attribute NumberOfSections numeric
@attribute NumberOfSymbols numeric
@attribute Size numeric
@attribute SizeOfCode numeric
@attribute SizeOfHeaders numeric
@attribute SizeOfImage numeric
@attribute SizeOfInitializedData numeric
@attribute SizeOfUninitializedData numeric
@attribute Label {0,1}

@data
4096,45056,33167,32768,7.999998,512,4194304,332,16,8,0,188124067,37888,1024,81920,13824,0,0
4096,45056,33167,32768,7.998345,512,4194304,332,16,8,0,4051465,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.999709,512,4194304,332,16,8,0,10860400,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.996827,512,4194304,332,16,8,0,2439969,37888,1024,81920,13824,0,0
4096,45056,33167,32768,7.999935,512,4194304,332,16,8,0,22542570,40448,1024,81920,15872,0,0
4096,49152,33167,33088,7.618855,512,4194304,332,16,8,0,1897224,41472,1024,380928,311296,0,0
307200,446464,33167,0,7.999679,512,4194304,332,16,3,0,24330136,139264,4096,483328,36864,303104,0
4096,45056,33167,32768,7.999777,512,4194304,332,16,8,0,11644947,40448,1024,81920,17920,0,0
4096,28672,271,0,7.998885,512,4194304,332,16,5,0,12241200,22016,1024,12251136,10752,0,0
4096,45056,33167,32768,7.999949,512,4194304,332,16,8,0,46144572,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.985446,512,4194304,332,16,8,0,1156877,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.999777,512,4194304,332,16,8,0,11644947,40448,1024,81920,17920,0,0
4096,65536,527,0,6.444677,512,4194304,332,16,4,0,65024,63488,1024,77824,2560,3072,0
4096,45056,33167,32768,7.999909,512,4194304,332,16,8,0,26457952,37888,1024,102400,35840,0,0
4096,45056,33167,32768,7.975352,512,4194304,332,16,8,0,880992,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.994941,512,4194304,332,16,8,0,2192227,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998322,512,4194304,332,16,8,0,3923598,37376,1024,81920,17408,0,0
4096,53248,33167,0,7.969782,512,4194304,332,16,8,0,903156,46592,1024,94208,16384,0,0
4096,45056,33167,32768,7.967708,512,4194304,332,16,8,0,684792,40448,1024,81920,14848,0,0
4096,45056,33167,32768,7.999761,512,4194304,332,16,8,0,15250414,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999575,512,4194304,332,16,8,0,8358308,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994472,512,4194304,332,16,8,0,2108214,40448,1024,81920,17920,0,0
4096,40960,33167,32768,7.999909,512,4194304,332,16,8,0,19378336,36864,1024,77824,17408,0,0
4096,45056,33167,32768,7.976851,512,4194304,332,16,8,0,4677552,40448,1024,274432,207360,0,0
4096,49152,33167,33088,7.979071,512,4194304,332,16,8,0,962682,41472,1024,86016,17920,0,0
4096,34975744,782,0,6.478057,512,4194304,332,16,12,0,49366808,34969088,1024,49500160,49362432,107520,0
4096,49152,33167,33088,7.999852,512,4194304,332,16,8,0,14309175,41472,1024,86016,17920,0,0
4096,8192,287,0,4.768857,512,4194304,332,16,3,0,7168,4096,1024,16384,2048,0,0
4096,45056,33167,32768,7.999997,512,4194304,332,16,8,0,153225384,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.996909,512,4194304,332,16,8,0,2482667,37888,1024,77824,11264,0,0
4096,45056,33167,32768,7.950132,512,4194304,332,16,8,0,563616,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.996694,512,4194304,332,16,8,0,278695200,36864,1024,77824,16896,0,0
4096,8192,271,0,3.078305,512,4194304,332,16,3,0,2560,512,1024,16384,1024,0,0
4096,45056,33167,32768,7.977227,512,4194304,332,16,8,0,5664573,37888,1024,237568,169472,0,0
4096,102400,271,0,5.781775,512,4194304,332,16,3,0,137216,94720,1024,671744,567808,0,0
4096,45056,33167,33088,7.995987,512,4194304,332,16,8,0,2498417,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999692,512,4194304,332,16,8,0,10493680,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998791,512,4194304,332,16,8,0,8026848,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994032,512,4194304,332,16,8,0,2039080,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.999999,512,4194304,332,16,8,0,446916312,36352,1024,77824,16896,0,0
4096,45056,33167,32768,7.998383,512,4194304,332,16,8,0,4138790,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999395,512,4194304,332,16,8,0,8206200,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.99539,512,4194304,332,16,8,0,2396232,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999998,512,4194304,332,16,8,0,188124067,37888,1024,81920,13824,0,0
4096,8192,270,0,7.997554,512,4194304,332,16,7,0,1876980,2560,1024,32768,4608,0,0
4096,45056,33167,32768,7.994928,512,4194304,332,16,8,0,2129225,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.998909,512,4194304,332,16,8,0,5240950,40448,1024,94208,25600,0,0
4096,45056,33167,32768,7.997436,512,4194304,332,16,8,0,3176862,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.992983,512,4194304,332,16,8,0,1771948,37376,1024,81920,17408,0,0
4096,40960,33167,0,7.999961,512,4194304,332,16,8,0,29538813,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.98178,512,4194304,332,16,8,0,1436358,37888,1024,102400,35840,0,0
4096,45056,33167,32768,7.99985,512,4194304,332,16,8,0,13074056,40448,1024,81920,13824,0,0
4096,45056,33167,32768,7.921134,512,4194304,332,16,8,0,428826,40448,1024,81920,17920,0,0
4096,20480,8462,0,4.611079,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,49152,33167,33088,7.999999,512,4194304,332,16,8,0,378542000,41472,1024,90112,18432,0,0
4096,159744,271,0,7.998847,4096,4194304,332,16,4,0,21738792,155648,4096,21757952,21598208,0,0
4096,45056,33167,32768,7.998201,512,4194304,332,16,8,0,3841337,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.868509,512,4194304,332,16,8,0,2102334,40448,1024,376832,308224,0,0
192512,245760,783,0,7.328245,512,4194304,332,16,3,0,76800,53248,4096,270336,24576,188416,0
4096,45056,33167,32768,7.984048,512,4194304,332,16,8,0,1340131,37888,1024,86016,17408,0,0
4096,45056,33167,32768,7.999559,512,4194304,332,16,8,0,8327857,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.995069,512,4194304,332,16,8,0,6346960,37376,1024,180224,112640,0,0
278528,417792,33167,0,7.999061,512,4194304,332,16,3,0,6758616,139264,4096,425984,8192,274432,0
4096,61440,271,0,5.294483,4096,4194304,332,16,4,0,102400,57344,4096,110592,49152,0,0
4096,45056,33167,32768,7.999484,512,4194304,332,16,8,0,7741112,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999918,512,4194304,332,16,8,0,55904594,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999554,512,4194304,332,16,8,0,8239216,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.973204,512,4194304,332,16,8,0,848856,37376,1024,81920,14336,0,0
4096,45056,33167,32768,7.999797,512,4194304,332,16,8,0,16099280,40448,1024,81920,17920,0,0
4096,155648,33166,0,7.930059,512,4194304,332,16,8,0,1421071,148992,1024,212992,36352,0,0
4096,45056,33167,32768,7.994472,512,4194304,332,16,8,0,2108214,40448,1024,81920,17920,0,0
4096,28672,271,0,7.439591,512,4194304,332,16,5,0,61440,22016,1024,77824,10752,0,0
4096,45056,33167,32768,7.999958,512,4194304,332,16,8,0,50693368,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999708,512,4194304,332,16,8,0,9703413,37376,1024,81920,14848,0,0
4096,45056,33167,32768,7.993623,512,4194304,332,16,8,0,33411952,40448,1024,356352,287744,0,0
4096,40960,33167,0,7.999796,512,4194304,332,16,8,0,12251723,36864,1024,77824,16896,0,0
4096,16384,33166,0,7.998988,512,65536,332,16,8,0,107537376,9216,1024,458752,418304,0,0
4096,73728,271,0,7.774835,4096,4194304,332,16,4,0,829896,69632,4096,172032,98304,0,0
4096,73728,271,0,7.998143,4096,4194304,332,16,4,0,45315672,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.999412,512,4194304,332,16,8,0,8066358,37888,1024,86016,19968,0,0
233472,352256,33167,0,7.960905,512,4194304,332,16,3,0,281430,118784,4096,360448,8192,229376,0
4096,188416,33166,0,6.538969,512,4194304,332,16,8,0,225280,184320,1024,245760,39936,0,0
4096,45056,33167,32768,7.974585,512,4194304,332,16,8,0,833539,37376,1024,81920,17408,0,0
4096,8192,271,0,7.999732,512,4194304,332,16,4,0,10818216,512,1024,10825728,10810368,0,0
4096,45056,33167,32768,7.994122,512,4194304,332,16,8,0,2272027,37888,1024,126976,60416,0,0
4096,1040384,33167,0,7.96732,512,4194304,332,16,9,0,13283744,1036288,1024,13385728,12240896,0,0
4096,45056,33167,32768,7.995648,512,4194304,332,16,8,0,2126409,37376,1024,77824,10752,0,0
4096,45056,33167,32768,7.996209,512,4194304,332,16,8,0,2622408,37888,1024,81920,17920,0,0
733184,1069056,33167,0,7.738553,512,4194304,332,16,3,0,3915937,335872,4096,1081344,12288,729088,0
4096,45056,33167,32768,7.998205,512,4194304,332,16,8,0,5032752,40448,1024,90112,20992,0,0
4096,8192,271,0,7.999732,512,4194304,332,16,4,0,10818216,512,1024,10825728,10810368,0,0
4096,45056,33167,32768,7.950132,512,4194304,332,16,8,0,563616,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.949163,512,4194304,332,16,8,0,622949,40448,1024,86016,18432,0,0
4096,36864,270,0,7.972926,512,4194304,332,16,7,0,1152512,31232,1024,1179648,1120256,6144,0
4096,40960,775,32768,7.999557,512,16777216,332,16,3,896,27926896,34304,1536,27930624,27878912,0,0
4096,45056,33167,32768,7.997725,512,4194304,332,16,8,0,4401160,40448,1024,151552,85504,0,0
4096,45056,33167,32768,7.985722,512,4194304,332,16,8,0,1217743,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.980708,512,4194304,332,16,8,0,15930984,40448,1024,446464,380928,0,0
4096,45056,33167,32768,7.997725,512,4194304,332,16,8,0,4401160,40448,1024,151552,85504,0,0
4096,45056,33167,32768,7.989156,512,4194304,332,16,8,0,1412896,40448,1024,81920,17920,0,0
4096,49152,33167,33088,7.618855,512,4194304,332,16,8,0,1897224,41472,1024,380928,311296,0,0
4096,536576,33166,0,7.939707,512,4194304,332,16,10,0,278528,531968,1024,696320,128000,0,0
4096,45056,33167,32768,7.971877,512,4194304,332,16,8,0,39870992,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.99952,512,4194304,332,16,8,0,8053856,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.997095,512,4194304,332,16,8,0,3069993,37888,1024,81920,17920,0,0
4096,1064960,271,0,7.144028,512,4194304,332,16,4,0,1083392,1059328,1024,1097728,23040,4096,0
4096,45056,33167,32768,7.999766,512,4194304,332,16,8,0,11592568,37888,1024,81920,17920,0,0
4096,24576,271,0,7.41331,512,4194304,332,16,5,0,58368,18944,1024,73728,10752,0,0
4096,73728,33166,0,7.995241,512,4194304,332,16,8,0,1610773,67072,1024,315392,55296,0,0
4096,45056,33167,32768,7.998345,512,4194304,332,16,8,0,4051465,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.971534,512,4194304,332,16,8,0,797506,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999846,512,4194304,332,16,8,0,14573174,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999893,512,4194304,332,16,8,0,17708600,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.976037,512,4194304,332,16,8,0,893872,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998474,512,4194304,332,16,8,0,4275960,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999668,512,4194304,332,16,8,0,9532136,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.991488,512,4194304,332,16,8,0,1651226,40448,1024,81920,17920,0,0
4096,53248,33167,0,7.994745,512,4194304,332,16,8,0,2714417,47104,1024,98304,20480,0,0
4096,45056,33167,32768,7.998393,512,4194304,332,16,8,0,8630643,37888,1024,86016,19456,0,0
4096,45056,33167,32768,7.998462,512,4194304,332,16,8,0,4374536,40448,1024,81920,17920,0,0
4096,24576,271,0,7.999657,512,4194304,332,16,5,0,40340992,18944,1024,40353792,10752,0,0
4096,40960,775,32768,7.999675,512,16777216,332,16,3,0,33332744,34816,1536,33337344,33289216,0,0
4096,20480,8462,0,4.611934,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.998613,512,4194304,332,16,8,0,4504346,40448,1024,81920,17920,0,0
4096,8192,287,0,5.179814,512,4194304,332,16,3,0,5632,3072,512,16384,2048,0,0
4096,45056,33167,32768,7.986007,512,4194304,332,16,8,0,6002414,37888,1024,217088,151040,0,0
4096,45056,33167,32768,7.997716,512,4194304,332,16,8,0,6821454,37888,1024,188416,121344,0,0
4096,20480,270,0,7.924073,512,4194304,332,16,7,0,215552,14848,1024,237568,12288,0,0
4096,45056,33167,32768,7.990319,512,4194304,332,16,8,0,1477018,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.998992,512,4194304,332,16,8,0,5275200,40448,1024,81920,17920,0,0
4096,20480,8462,0,4.630745,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,33088,7.975417,512,4194304,332,16,8,0,868089,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.824409,512,4194304,332,16,8,0,4407104,40448,1024,172032,104960,0,0
4096,8192,33166,0,2.560044,512,4194304,332,16,7,0,10752,2560,1024,36864,7168,512,0
4096,40960,783,0,5.586422,512,4194304,332,16,9,0,178688,33792,1024,33759232,177664,33557504,0
4096,45056,33167,32768,7.99562,512,4194304,332,16,8,0,2401983,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999806,512,4194304,332,16,8,0,16129272,40448,1024,81920,17920,0,0
4096,36864,271,0,6.144882,512,4194304,332,16,4,0,35328,31744,1024,49152,2560,2048,0
4096,28672,8470,2048,4.490575,4096,1091567616,332,16,5,0,49179,24576,4096,49152,20480,0,0
4096,49152,33167,33088,7.999102,512,4194304,332,16,8,0,5686815,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.998365,512,4194304,332,16,8,0,3971945,37376,1024,81920,17408,0,0
4096,86016,271,0,7.997675,512,4194304,332,16,5,0,15428958,79872,1024,159744,71168,0,0
4096,40960,775,32768,7.999391,512,16777216,332,16,3,896,15516048,34304,1536,15519744,15470592,0,0
4096,45056,33167,32768,7.994122,512,4194304,332,16,8,0,2272027,37888,1024,126976,60416,0,0
4096,49152,33167,33088,7.914381,512,4194304,332,16,8,0,5301448,41472,1024,450560,380928,0,0
4096,45056,33167,32768,7.999283,512,4194304,332,16,8,0,6427759,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999985,512,4194304,332,16,8,0,46163592,40448,1024,81920,13824,0,0
233472,352256,33167,0,7.986223,512,4194304,332,16,3,0,516046,118784,4096,360448,8192,229376,0
4096,45056,33167,32768,7.987971,512,4194304,332,16,8,0,1353428,40448,1024,81920,17920,0,0
4096,45056,33167,33088,7.986204,512,4194304,332,16,8,0,1223263,40448,1024,81920,17920,0,0
4096,16384,287,0,5.740178,512,4194304,332,16,3,0,13312,9216,1024,24576,3072,0,0
4096,45056,33167,32768,7.890254,512,4194304,332,16,8,0,344154,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999953,512,4194304,332,16,8,0,24133080,40448,1024,81920,13824,0,0
278528,417792,33167,0,7.999784,512,4194304,332,16,3,0,17792848,139264,4096,425984,8192,274432,0
4096,20480,8462,0,4.594313,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,20480,8462,0,4.647118,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,49152,33167,33088,7.989717,512,4194304,332,16,8,0,19046136,41472,1024,479232,409088,0,0
4096,45056,33167,32768,7.99988,512,4194304,332,16,8,0,35117077,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998612,512,4194304,332,16,8,0,17346615,37888,1024,81920,17920,0,0
4096,49152,33167,33088,7.999846,512,4194304,332,16,8,0,14228141,41472,1024,86016,17920,0,0
4096,12288,33166,0,3.415327,512,4194304,332,16,7,0,14848,5120,1024,40960,8704,512,0
4096,45056,33167,32768,7.999556,512,4194304,332,16,8,0,8460712,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.997934,512,4194304,332,16,8,0,3544668,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.939931,512,4194304,332,16,8,0,7640296,40448,1024,536576,467456,0,0
225280,344064,33167,0,7.995946,512,4194304,332,16,3,0,1054022,118784,4096,352256,8192,221184,0
4096,73728,271,0,7.998409,4096,4194304,332,16,4,0,31983612,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.967708,512,4194304,332,16,8,0,684792,40448,1024,81920,14848,0,0
8192,61440,33166,0,6.257786,512,4194304,332,16,5,0,69660,52224,1024,147456,77824,0,0
4096,8192,271,0,7.990888,512,4194304,332,16,4,0,890864,512,1024,901120,885248,0,0
4096,45056,33167,32768,7.999768,512,4194304,332,16,8,0,11697673,37888,1024,81920,17920,0,0
335872,475136,33167,0,7.981914,512,4194304,332,16,3,0,971616,139264,4096,540672,65536,331776,0
4096,45056,33167,32768,7.824409,512,4194304,332,16,8,0,4407104,40448,1024,172032,104960,0,0
4096,45056,33167,32768,7.999748,512,4194304,332,16,8,0,11050304,37376,1024,81920,16896,0,0
4096,45056,33167,32768,7.999285,512,4194304,332,16,8,0,6427748,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999998,512,4194304,332,16,8,0,185390033,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.996652,512,4194304,332,16,8,0,3625536,37888,1024,172032,103936,0,0
4096,45056,33167,32768,7.999315,512,4194304,332,16,8,0,10379494,40448,1024,102400,33280,0,0
4096,45056,33167,32768,7.973204,512,4194304,332,16,8,0,848856,37376,1024,81920,14336,0,0
4096,45056,33167,32768,7.994509,512,4194304,332,16,8,0,2105040,37888,1024,86016,16896,0,0
4096,28672,271,0,6.131635,512,4194304,332,16,4,0,25600,22528,1024,40960,2048,1536,0
4096,262144,783,0,6.233885,512,4194304,332,16,7,0,315904,257536,1024,335872,314880,2048,0
4096,45056,33167,32768,7.999831,512,4194304,332,16,8,0,16334152,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998829,512,4194304,332,16,8,0,5640640,37888,1024,81920,14848,0,0
4096,45056,33167,32768,7.994972,512,4194304,332,16,8,0,2845104,37888,1024,155648,89600,0,0
159744,245760,271,0,7.99845,512,4194304,332,16,3,0,1214962,86016,1024,249856,4096,155648,0
4096,45056,33167,32768,7.993052,512,4194304,332,16,8,0,2111748,37888,1024,94208,25600,0,0
4096,45056,33167,32768,7.994003,512,4194304,332,16,8,0,8553497,37888,1024,143360,77824,0,0
4096,45056,33167,32768,7.979463,512,4194304,332,16,8,0,965555,40448,1024,81920,17920,0,0
4096,24576,271,0,7.992501,512,4194304,332,16,5,0,965632,18944,1024,978944,10752,0,0
4096,45056,33167,32768,7.952164,512,4194304,332,16,8,0,6882368,37888,1024,446464,380928,0,0
4096,45056,33167,32768,7.999957,512,4194304,332,16,8,0,48232863,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.99999,512,4194304,332,16,8,0,66382626,40448,1024,81920,17920,0,0
4096,40960,33167,0,7.999936,512,4194304,332,16,8,0,26212586,35328,1024,77824,14336,0,0
4096,45056,33167,32768,7.999255,512,4194304,332,16,8,0,6681960,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998294,512,4194304,332,16,8,0,3929637,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999067,512,4194304,332,16,8,0,5802464,37888,1024,81920,17920,0,0
4096,49152,33167,33088,7.971236,512,4194304,332,16,8,0,1141472,41472,1024,102400,30208,0,0
4096,45056,33167,32768,7.99689,512,4194304,332,16,8,0,3044496,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994122,512,4194304,332,16,8,0,2272027,37888,1024,126976,60416,0,0
4096,45056,33167,32768,7.999885,512,4194304,332,16,8,0,17870871,37376,1024,86016,20480,0,0
4096,40960,33167,0,7.999962,512,4194304,332,16,8,0,31029427,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.998614,512,4194304,332,16,8,0,4475115,40448,1024,81920,17920,0,0
4096,40960,33167,32768,7.969901,512,4194304,332,16,8,0,740807,36864,1024,77824,17408,0,0
4096,45056,33167,32768,7.99985,512,4194304,332,16,8,0,14788792,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.99562,512,4194304,332,16,8,0,2401983,37888,1024,81920,17920,0,0
4096,106496,33166,0,7.795296,512,4194304,332,16,8,0,463240,101376,1024,147456,22016,0,0
4096,45056,33167,32768,7.998254,512,4194304,332,16,8,0,8802456,37888,1024,200704,134144,0,0
4096,20480,8462,0,4.577938,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.303333,512,4194304,332,16,8,0,1925407,37888,1024,655360,589312,0,0
4096,45056,33167,32768,7.999715,512,4194304,332,16,8,0,10667475,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999847,512,4194304,332,16,8,0,17639974,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998261,512,4194304,332,16,8,0,4013219,40448,1024,81920,17920,0,0
4096,49152,33167,33088,7.989717,512,4194304,332,16,8,0,19046136,41472,1024,479232,409088,0,0
4096,45056,33167,32768,7.986278,512,4194304,332,16,8,0,1248642,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999949,512,4194304,332,16,8,0,26573384,37888,1024,81920,17920,0,0
4096,40960,775,32768,7.999817,512,16777216,332,16,3,896,60338208,34304,1536,60342272,60292608,0,0
4096,45056,33167,32768,7.953953,512,4194304,332,16,8,0,593716,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999927,512,4194304,332,16,8,0,31591680,40448,1024,151552,86016,0,0
307200,446464,33167,0,7.999773,512,4194304,332,16,3,0,32846457,139264,4096,483328,36864,303104,0
4096,40960,783,32768,7.992968,512,4194304,332,16,7,0,2253360,34816,1024,278528,38400,154624,0
4096,49152,33167,33088,7.984761,512,4194304,332,16,8,0,10416464,41472,1024,438272,366592,0,0
4096,45056,33167,32768,7.902371,512,4194304,332,16,8,0,371801,37888,1024,81920,17920,0,0
4096,487424,33166,0,6.389881,512,4194304,332,16,8,0,2555904,481792,1024,9883648,9375744,0,0
4096,45056,33167,32768,7.999708,512,4194304,332,16,8,0,9703413,37376,1024,81920,14848,0,0
4096,45056,33167,32768,7.997376,512,4194304,332,16,8,0,3142944,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998133,512,4194304,332,16,8,0,4673208,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.966854,512,4194304,332,16,8,0,9618204,37888,1024,458752,390656,0,0
4096,45056,33167,32768,7.999092,512,4194304,332,16,8,0,5447321,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999698,512,4194304,332,16,8,0,17408467,40448,1024,77824,11776,0,0
4096,45056,33167,32768,7.971188,512,4194304,332,16,8,0,39137624,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.986567,512,4194304,332,16,8,0,1595152,40448,1024,151552,84992,0,0
4096,45056,33167,32768,7.983587,512,4194304,332,16,8,0,1086488,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.994122,512,4194304,332,16,8,0,2272027,37888,1024,126976,60416,0,0
4096,45056,33167,32768,7.851648,512,4194304,332,16,8,0,6553832,37888,1024,241664,172544,0,0
4096,8192,271,0,7.995664,512,4194304,332,16,4,0,1768072,512,1024,1777664,1761792,0,0
4096,45056,33167,32768,7.988356,512,4194304,332,16,8,0,1378696,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999692,512,4194304,332,16,8,0,10493680,37888,1024,81920,17920,0,0
4096,49152,33167,33088,7.995272,512,4194304,332,16,8,0,2953136,41472,1024,102400,30208,0,0
4096,45056,33167,32768,7.997434,512,4194304,332,16,8,0,3155835,37888,1024,81920,17920,0,0
4096,73728,271,0,7.881192,4096,4194304,332,16,4,0,1272189,69632,4096,172032,98304,0,0
4096,49152,33167,33088,7.97479,512,4194304,332,16,8,0,860376,41472,1024,86016,17920,0,0
4096,774144,33166,0,6.664548,512,4194304,332,16,8,0,1753088,766976,1024,1785856,985088,0,0
4096,40960,775,32768,7.879483,512,16777216,332,16,3,896,519568,34304,1536,524288,474112,0,0
4096,45056,33167,32768,7.999883,512,4194304,332,16,8,0,17086896,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998462,512,4194304,332,16,8,0,4374536,40448,1024,81920,17920,0,0
4096,16384,287,0,5.733148,512,4194304,332,16,3,0,13312,8704,1024,24576,3584,0,0
4096,49152,33167,33088,7.99985,512,4194304,332,16,8,0,14212717,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.99874,512,4194304,332,16,8,0,6649684,37888,1024,102400,35840,0,0
4096,36864,271,0,6.213116,512,4194304,332,16,4,0,35328,31744,1024,49152,2560,2048,0
4096,45056,33167,32768,7.993523,512,4194304,332,16,8,0,1918512,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998201,512,4194304,332,16,8,0,3841337,37376,1024,81920,17408,0,0
278528,417792,33167,0,7.999853,512,4194304,332,16,3,0,39099296,139264,4096,425984,8192,274432,0
4096,45056,33167,32768,7.994205,512,4194304,332,16,8,0,2002594,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999723,512,4194304,332,16,8,0,10647517,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.773297,512,4194304,332,16,8,0,27650032,40448,1024,81920,17920,0,0
4096,20480,8462,0,4.606629,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.999303,512,4194304,332,16,8,0,6451161,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999622,512,4194304,332,16,8,0,11302048,40448,1024,98304,29696,0,0
4096,45056,33167,32768,7.918973,512,4194304,332,16,8,0,4302944,37376,1024,368640,303104,0,0
4096,45056,33167,32768,7.997893,512,4194304,332,16,8,0,3603816,40448,1024,81920,17920,0,0
4096,16384,271,0,5.554224,512,4194304,332,16,4,0,12288,9728,1024,28672,1536,1024,0
4096,188416,33166,0,7.998715,512,4194304,332,16,8,0,151204288,181760,1024,241664,33792,0,0
4096,45056,33167,32768,7.950132,512,4194304,332,16,8,0,563616,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994668,512,4194304,332,16,8,0,2175344,40448,1024,81920,17920,0,0
